City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,bonthe,7.5264,-12.505,300.26,74,9,4.62,SL,1743361025
364,vaasa,63.096,21.6158,277.16,84,0,3.13,FI,1743361026
365,kilindoni,-7.9139,39.6668,300.62,79,100,4.46,TZ,1743361027
366,ad dabbah,18.05,30.95,303.76,11,2,3.49,SD,1743361028
367,cozumel,20.5083,-86.9458,303.68,70,54,4.14,MX,1743361029
368,kohat,33.582,71.4493,292.11,22,0,1.85,PK,1743361031
369,tra vinh,9.9347,106.3453,300.1,79,100,3.41,VN,1743361032
370,ghat,24.9647,10.1728,296.07,9,0,6.87,LY,1743361033
371,hadibu,12.65,54.0333,299.15,71,1,2.7,YE,1743361034
372,mankono,8.0586,-6.1897,298.16,77,100,3.23,CI,1743361036
373,chita,52.0333,113.55,272.09,64,40,4.0,RU,1743361037
374,gwadar,25.1216,62.3254,297.61,52,0,5.65,PK,1743361038
375,thinadhoo,0.5333,72.9333,301.75,76,100,4.16,MV,1743361039
376,crane,31.3974,-102.3501,299.64,10,2,4.48,US,1743361040
377,kruisfontein,-34.0033,24.7314,291.5,89,100,1.54,ZA,1743361041
378,aguilas,37.4063,-1.5829,288.1,59,47,1.67,ES,1743361043
379,develi,38.3906,35.4922,279.25,90,100,2.55,TR,1743361044
380,klyuchi,52.2667,79.1667,276.21,66,4,2.37,RU,1743361045
381,kingsland,30.8,-81.6898,294.93,92,100,1.72,US,1743361044
382,kas,36.2018,29.6377,287.58,65,7,1.02,TR,1743361047
383,castillos,-34.1667,-53.8333,301.25,37,6,4.18,UY,1743361049
384,magadi,12.9667,77.2333,296.69,30,0,2.08,IN,1743361050
385,persembe,41.0656,37.7714,284.78,98,100,3.82,TR,1743361051
386,valparaiso,-33.0393,-71.6273,293.28,66,40,7.72,CL,1743361041
387,wewak,-3.5534,143.6268,298.88,86,98,1.42,PG,1743361054
388,la sarre,48.8002,-79.1996,269.81,87,100,5.19,CA,1743360834
389,qarqin,37.4185,66.0436,290.55,34,0,5.47,AF,1743361057
390,shiprock,36.7855,-108.687,286.92,26,71,3.04,US,1743361058
391,lincoln city,44.9582,-124.0179,286.68,81,100,0.89,US,1743361059
392,ciudad insurgentes,25.2625,-111.7753,298.13,25,0,7.88,MX,1743361060
393,lihue,21.9789,-159.3672,295.92,64,20,3.09,US,1743361062
394,viedma,-40.8135,-62.9967,294.16,21,85,8.67,AR,1743361063
395,kerikeri,-35.2268,173.9474,284.21,92,60,1.73,NZ,1743361064
396,bakanas,44.8081,76.2772,283.61,42,99,3.98,KZ,1743361065
397,riacho de santana,-13.6092,-42.9389,305.45,32,100,1.29,BR,1743361066
398,narvik,68.4384,17.4272,274.41,80,95,3.15,NO,1743361067
399,shengli,37.4564,118.4856,279.32,31,13,3.21,CN,1743361068
400,isafjordur,66.0755,-23.124,272.27,94,100,8.64,IS,1743361070
401,el jadid,33.2549,-8.506,291.05,70,0,6.34,MA,1743361071
402,suoyarvi,62.0833,32.35,275.16,98,100,0.5,RU,1743361073
403,burang,30.25,81.1667,264.65,70,100,1.88,CN,1743361074
404,glace bay,46.1969,-59.957,276.42,65,40,4.02,CA,1743361075
405,eregli,37.5133,34.0467,282.9,58,76,1.81,TR,1743361077
406,wetter,50.9,8.7167,282.27,64,6,5.95,DE,1743361078
407,kudymkar,59.0173,54.656,274.52,96,99,1.88,RU,1743361080
408,shingu,33.7333,135.9833,276.63,70,100,2.63,JP,1743361081
409,al jawf,29.5,38.75,291.87,29,97,7.93,SA,1743361082
410,puerto baquerizo moreno,-0.9,-89.6,302.7,79,20,3.09,EC,1743361083
411,bidur,4.1167,101.2833,299.32,94,99,2.02,MY,1743361085
412,moama,-36.1167,144.7833,288.13,73,100,6.17,AU,1743361086
413,vorkuta,67.5,64.0,273.36,99,100,3.6,RU,1743361087
414,poyang,28.9924,116.6675,280.94,83,66,1.61,CN,1743361088
415,pinotepa nacional,16.3167,-98.0167,308.06,23,21,4.75,MX,1743361090
416,pacific grove,36.6177,-121.9166,289.76,83,45,10.73,US,1743361091
417,miquelon,47.0975,-56.3814,273.29,79,0,10.36,PM,1743361092
418,mount isa,-20.7333,139.5,296.02,78,100,3.6,AU,1743361093
419,el calafate,-50.3408,-72.2768,282.27,49,2,9.58,AR,1743361095
420,argo,37.6333,22.7333,287.24,82,74,1.77,GR,1743361096
421,madingou,-4.1536,13.55,297.47,92,100,1.04,CG,1743361097
422,kismayo,-0.3582,42.5454,300.65,79,65,5.82,SO,1743361099
423,puerto maldonado,-12.6,-69.1833,303.37,70,40,4.12,PE,1743361100
424,tegueste,28.5167,-16.3167,291.29,77,40,2.68,ES,1743361102
425,saint-philippe,-21.3585,55.7679,299.29,81,44,5.04,RE,1743361103
426,kutum,14.2,24.6667,300.43,15,81,2.51,SD,1743361104
427,brookings,44.3114,-96.7984,272.62,96,100,6.69,US,1743361105
428,nuku'alofa,-21.1333,-175.2,297.34,94,75,2.06,TO,1743361107
429,elblag,54.1522,19.4088,280.13,81,60,2.28,PL,1743361108
430,thurso,58.5927,-3.5259,281.29,79,100,1.89,GB,1743360952
431,pandan,14.0453,124.1694,298.28,87,100,3.07,PH,1743361111
432,kimberley,-28.7323,24.7623,292.98,68,0,3.09,ZA,1743361112
433,jeremie,18.65,-74.1167,300.64,73,50,2.75,HT,1743361113
434,recani,31.2846,-4.2688,299.24,10,0,3.28,MA,1743361114
435,saint-pierre,-21.3393,55.4781,298.97,78,0,8.23,RE,1743361117
436,poronaysk,49.2167,143.1167,268.64,68,100,6.41,RU,1743361119
437,nogliki,51.8333,143.1667,270.29,96,100,5.31,RU,1743361120
438,takum,7.2667,9.9833,307.35,30,97,1.86,NG,1743361121
439,chulym,55.0997,80.9572,272.53,89,10,3.51,RU,1743361124
440,sigli,5.3848,95.9609,299.41,85,100,2.17,ID,1743361125
441,midvagur,62.0511,-7.1939,279.61,81,100,10.8,FO,1743361126
442,anna regina,7.2644,-58.5077,301.18,72,100,3.91,GY,1743361129
443,szczecinek,53.7079,16.6994,279.14,85,100,1.4,PL,1743361130
444,monrovia,6.3005,-10.7969,300.1,85,99,4.05,LR,1743361131
445,severobaykal'sk,55.65,109.3167,268.36,97,100,0.32,RU,1743361132
446,korla,41.7597,86.1469,280.75,39,96,0.7,CN,1743361134
447,miri,4.4148,114.0089,298.23,94,40,1.54,MY,1743361135
448,basco,20.4487,121.9702,297.89,81,100,9.07,PH,1743360892
449,noshiro,40.2039,140.0242,274.11,44,100,7.19,JP,1743361139
450,portage la prairie,49.9728,-98.2926,268.65,53,100,5.29,CA,1743361140
451,taoudenni,22.6783,-3.9836,304.97,15,100,4.94,ML,1743361141
452,buritis,-15.6178,-46.4233,306.91,32,18,1.43,BR,1743361142
453,chatham,51.3789,0.5279,287.66,46,0,4.24,GB,1743361144
454,conceicao do araguaia,-8.2578,-49.2647,301.91,74,26,2.59,BR,1743361145
455,veraval,20.9,70.3667,300.41,29,0,4.73,IN,1743361146
456,plouzane,48.3833,-4.6167,284.2,83,40,5.66,FR,1743361109
457,pemba,-12.974,40.5178,301.54,78,75,2.94,MZ,1743361149
458,klamath falls,42.2249,-121.7817,280.91,73,100,8.49,US,1743361150
459,kayangel,8.0823,134.7173,301.05,77,100,6.36,PW,1743361151
460,nishinoomote,30.7333,131.0,284.84,67,100,6.65,JP,1743361152
461,cururupu,-1.8283,-44.8683,302.52,67,40,2.62,BR,1743361153
462,kapa'a,22.0752,-159.319,296.33,91,20,3.09,US,1743361154
463,guasdualito,7.2424,-70.7324,305.13,51,75,2.06,VE,1743361156
464,faget,45.85,22.1833,284.05,92,68,1.49,RO,1743361157
465,mujiayingzi,42.1167,118.7833,272.47,43,14,2.91,CN,1743361158
466,tsiombe,-25.3,45.4833,296.98,89,0,2.44,MG,1743361159
467,inarajan village,13.2736,144.7484,300.69,79,100,8.56,GU,1743361161
468,nev'yansk,57.4953,60.2112,270.41,96,17,1.76,RU,1743361162
469,puerto aysen,-45.4,-72.7,281.96,97,100,2.25,CL,1743361163
470,ulysses,37.5814,-101.3552,285.17,54,0,3.6,US,1743361164
471,fortuna,40.5982,-124.1573,286.66,88,100,12.86,US,1743361046
472,la almunia de dona godina,41.4767,-1.3745,285.98,57,0,2.56,ES,1743361168
473,nizhniy odes,63.6445,54.856,274.29,99,100,2.06,RU,1743361169
474,agat village,13.3886,144.6585,300.67,83,40,4.12,GU,1743361170
475,dubbo,-32.25,148.6167,289.22,88,75,2.57,AU,1743361171
476,manicore,-5.8092,-61.3003,296.55,99,100,0.92,BR,1743361172
477,calvinia,-31.4707,19.776,294.19,36,0,1.79,ZA,1743361174
478,hashtrud,37.4779,47.0508,286.04,54,100,0.75,IR,1743361175
479,saurimo,-9.6608,20.3916,292.82,94,100,1.27,AO,1743361176
480,bure,10.7,37.0667,295.02,25,32,4.13,ET,1743361177
481,tucupita,9.0622,-62.051,304.89,44,98,3.32,VE,1743361178
482,cacu,-18.5567,-51.1308,305.19,40,78,2.42,BR,1743361179
483,arar,30.9753,41.0381,291.16,72,20,3.09,SA,1743361180
484,mil'kovo,55.6078,37.7956,282.39,54,54,2.39,RU,1743361182
485,esperantinopolis,-4.8667,-44.7083,301.4,80,88,1.22,BR,1743361183
486,qalat,32.1058,66.9083,286.13,34,0,3.18,AF,1743361184
487,stebnyk,49.2942,23.5636,282.09,88,100,1.03,UA,1743361185
488,tambopata,-12.7333,-69.1833,303.09,70,40,4.12,PE,1743361186
489,sinop,41.7711,34.8709,282.9,92,100,0.77,TR,1743361187
490,gualdo tadino,43.2317,12.781,283.68,75,31,2.17,IT,1743361188
491,goldap,54.3063,22.3036,280.92,89,100,2.31,PL,1743361190
492,lisakovsk,52.5369,62.4936,281.94,79,100,6.31,KZ,1743361191
493,jiayuguan,39.8167,98.3,276.26,12,79,2.87,CN,1743361192
494,bandon,51.7469,-8.7425,288.92,87,100,2.95,IE,1743361193
495,fairwood,47.4484,-122.1573,288.57,43,100,4.92,US,1743361194
496,sao jose da coroa grande,-8.8978,-35.1478,302.28,64,100,4.58,BR,1743361195
497,ribadesella,43.4614,-5.0596,285.11,79,6,4.19,ES,1743361196
498,ambikapur,23.1167,83.2,292.34,7,0,0.51,IN,1743361198
499,mahdia,35.5047,11.0622,288.38,69,100,9.5,TN,1743361199
500,salzwedel,52.85,11.15,281.25,81,97,7.13,DE,1743361200
501,san borja,-14.8167,-66.85,300.67,92,100,1.43,BO,1743361201
502,hobyo,5.3505,48.5268,300.77,66,1,5.31,SO,1743361203
503,floro,61.5996,5.0328,280.13,61,20,8.23,NO,1743361204
504,norilsk,69.3535,88.2027,266.28,93,100,4.15,RU,1743361205
505,funafuti,-8.5243,179.1942,301.7,77,70,3.74,TV,1743361206
506,lerwick,60.1545,-1.1494,278.55,67,96,1.73,GB,1743361207
507,vondrozo,-22.8167,47.2833,293.13,98,61,0.37,MG,1743361208
508,ust-nera,64.5667,143.2,246.94,100,93,1.89,RU,1743361209
509,talaja,21.35,72.05,302.77,11,2,4.08,IN,1743361211
510,jincheng,35.5022,112.8328,278.91,32,0,1.08,CN,1743361212
511,arauca,7.0847,-70.7591,305.13,51,75,2.06,CO,1743361213
512,leava,-14.3,-178.1667,301.29,71,80,1.29,WF,1743361214
513,butembo,0.15,29.2833,288.53,92,39,1.2,CD,1743361215
514,puerto escondido,15.85,-97.0667,303.18,52,100,6.34,MX,1743361216
515,urucurituba,-2.6833,-57.6667,298.05,95,100,1.52,BR,1743361218
516,ceerigaabo,10.6162,47.368,293.59,42,1,3.94,SO,1743361219
517,dakhla,23.6848,-15.958,294.16,73,0,3.09,EH,1743361220
518,minas de marcona,-15.2119,-75.1103,296.21,56,100,9.86,PE,1743361221
519,margate,51.3813,1.3862,285.2,71,6,4.67,GB,1743361109
520,torghay,49.6339,63.4981,282.72,57,100,4.13,KZ,1743361224
521,kavaratti,10.5669,72.642,301.56,73,5,4.26,IN,1743361225
522,lockwood,45.8191,-108.4149,273.38,90,100,5.66,US,1743361226
523,deqen,29.9618,90.7188,277.41,30,73,1.89,CN,1743361228
524,inverloch,-38.6333,145.7167,287.86,73,38,6.86,AU,1743361229
525,shubarshi,48.5872,57.1869,284.04,49,97,6.5,KZ,1743361231
526,barakani,-12.1356,44.4317,300.35,82,99,3.24,KM,1743361232
527,al jadid,27.05,14.4,294.16,13,1,5.92,LY,1743361233
528,moanda,-1.5575,13.2178,300.28,92,100,1.93,GA,1743361235
529,port-cartier,50.0334,-66.8654,268.8,67,100,3.68,CA,1743361236
530,savalou,7.9281,1.9756,302.36,65,100,4.74,BJ,1743361237
531,azna,33.6095,48.9307,287.26,47,100,1.76,IR,1743361238
532,dryden,49.7833,-92.7503,271.31,26,40,2.57,CA,1743361239
533,nacala,-14.5428,40.6728,298.99,84,100,1.98,MZ,1743361240
534,yigo village,13.5361,144.8886,299.44,83,75,8.23,GU,1743361241
535,amga,60.8953,131.9608,257.97,96,100,1.76,RU,1743361243
536,tateyama,34.9833,139.8667,279.55,73,100,8.23,JP,1743361244
537,micheweni,-4.9667,39.8333,300.41,81,92,3.04,TZ,1743361245
538,coahuayana de hidalgo,18.7,-103.6583,304.76,23,100,3.43,MX,1743361246
539,deschutes river woods,43.9915,-121.3584,283.17,44,75,6.69,US,1743361247
540,medicine hat,50.0501,-110.6683,274.43,55,75,3.09,CA,1743361248
541,kuraymah,18.55,31.85,303.49,11,5,4.24,SD,1743361249
542,mogadishu,2.0371,45.3438,301.18,76,18,6.2,SO,1743361252
543,ljubuski,43.1969,17.545,288.83,73,21,2.13,BA,1743361253
544,nadym,65.5333,72.5167,274.62,96,100,6.91,RU,1743361254
545,talas,38.6908,35.5538,280.52,76,75,2.06,TR,1743361255
546,baharly,38.4362,57.4316,292.75,41,0,3.35,TM,1743361256
547,broome,42.2506,-75.833,291.87,74,100,0.89,US,1743361257
548,jhinjhak,26.5667,79.7333,295.51,9,0,3.06,IN,1743361259
549,aykhal,66.0,111.5,263.72,99,100,2.47,RU,1743361260
550,saint-joseph,-21.3667,55.6167,298.36,80,32,5.47,RE,1743361261
551,grants,35.1473,-107.8514,285.28,19,75,1.54,US,1743361263
552,lisala,2.15,21.5167,299.08,64,90,1.47,CD,1743361264
553,bengkulu,-3.8004,102.2655,298.19,90,100,1.59,ID,1743361265
554,zest'aponi,42.11,43.0525,290.06,65,100,1.86,GE,1743361267
555,koryukivka,51.7688,32.2481,282.82,70,98,2.9,UA,1743361268
556,chichli,22.8333,78.8167,299.3,9,0,1.79,IN,1743361270
557,bandrele,-12.9067,45.1914,301.01,78,0,2.57,YT,1743361271
558,maceio,-9.6658,-35.7353,303.84,62,40,6.69,BR,1743361202
559,atar,20.5169,-13.0499,301.18,32,100,3.09,MR,1743361273
560,fairfax,38.8501,-77.3497,300.97,44,75,8.75,US,1743360982
561,antonio enes,-16.2325,39.9086,299.45,81,26,2.41,MZ,1743361276
562,weihai,37.5017,122.1136,275.92,51,4,4.69,CN,1743361277
563,arrah,25.5667,84.6667,296.63,5,45,3.62,IN,1743361278
564,gao,16.6362,1.637,305.59,13,100,5.57,ML,1743361280
565,island harbour,50.724,-1.2758,286.49,56,5,1.34,GB,1743361281
566,manokwari,-0.8667,134.0833,299.05,79,98,1.29,ID,1743361283
567,baganga,7.5739,126.56,298.13,91,100,1.52,PH,1743361284
568,ulsteinvik,62.3432,5.8487,279.65,76,49,2.98,NO,1743361285
569,acucena,-19.0731,-42.5464,301.66,51,59,2.02,BR,1743361218
570,caluula,11.9661,50.7569,298.93,76,5,6.61,SO,1743361288
571,ongole,15.5,80.05,299.33,78,5,4.21,IN,1743361108
572,sarandi,-23.4436,-51.8739,302.9,62,20,3.09,BR,1743361290
573,camacupa,-12.0167,17.4833,290.93,94,100,0.88,AO,1743361292
574,beaufort west,-32.3567,22.583,295.79,38,0,5.96,ZA,1743361049
575,montepuez,-13.1256,38.9997,294.18,99,100,1.53,MZ,1743361294
576,shelbyville,35.4834,-86.4603,294.83,53,100,8.23,US,1743361296
577,namtsy,62.7161,129.6658,256.6,100,100,1.6,RU,1743361297
578,vilhena,-12.7406,-60.1458,300.27,78,75,3.6,BR,1743361298
579,lekki,6.3607,4.8333,300.52,84,68,1.7,NG,1743361300
580,port macquarie,-31.4333,152.9167,294.3,81,70,0.89,AU,1743361301
581,san nicolas guadalupe,19.6125,-100.0333,296.1,10,100,0.33,MX,1743361302
582,mohr,54.3528,9.7167,281.23,87,100,6.69,DE,1743361303
583,paraiso,9.8383,-83.8656,298.79,57,68,2.22,CR,1743361304
584,bheramara,24.0232,88.9925,298.78,40,98,0.6,BD,1743361305
585,jaisalmer,26.9147,70.9181,299.78,7,0,2.51,IN,1743361306
586,oranjemund,-28.55,16.4333,290.24,91,49,8.15,NA,1743361307
